Mixture,B_cells_Memory,B_cells_Naive,CAFs,Cancer_Epithelial,DCs,Endothelial,Macrophage,Monocyte,Myeloid_Cycling,NKT_cells,NK_Bright,NK_Cytotoxic,NK_Exhausted_TaNK,Normal_Epithelial,PVL,Plasmablasts,T_cells_CD4+,T_cells_CD8+,T_cells_Cycling,P-value,Correlation,RMSE,Absolute score (sig.score)
57512aba-e397-4ab8-b1ed-de197e6f92fd,0.0343151007378977,0.0345516709298015,0.149689498355749,0.683599924108445,0.00654901550800662,0.0880303706518472,0.231616360636134,0,0.639859678071497,0,0.0163432232544651,0.190755021171841,0,0,0.0375193019364017,0.0372705458123513,0.0416999101265609,0.0324472569415652,0.0136768681408906,0,0.767430324194316,0.68938920923933,2.23792374638345
841e54a1-9d65-4256-b70e-eb64659b40a4,0,0.106176062516186,0.257776382819224,0.381290993072492,0.174342254842905,0.0417598766232838,0.442516807650168,0,0.06516613302996,0,0,0.234912756163331,0,0,0,0.0597649968063736,0,0.032088894879668,0.141948423732711,0,0.807202520648918,0.638984164371667,1.9377435821363
dc3ac0d3-d862-4761-ac12-60bb4d6758c1,0,0.0179913020043504,0.435872261750984,0.898086237926573,0.045259029561446,0.0353620115376864,0.115745025002309,0.0561007022639446,0.373998984559488,0,0.00165547741532611,0.12367996379921,0,0.0216295633029875,0,0.0223856484174704,0.128703113902853,0.0212880445341097,0.0163151188986793,0,0.727640538431304,0.711707115343143,2.31407248487742
ed30ab10-5d65-4aeb-ba72-ec3e9b768cd3,0.0229518477287152,0.00485606998290969,0.0834035657345339,0.701668838185043,0.0469089172268678,0.0367305204014009,0,0.0165860671453633,0.362006118020622,0.0383590525166032,0,0.0324762098363474,0,0,0,0.111822425569577,0.0542746108045761,0,0.115751121971427,0,0.694195679445286,0.760945615046846,1.62779536512399
5541c1a3-e0e5-4ded-ae0a-687e87a7d708,0,0.0431460239803541,0.133402013976691,0.54616368024498,0.0434002561716539,0.250497987810552,0.608030782857942,0,0.423634704739199,0,0,0.253756682113287,0,0,0.0187904488899354,0.0431146111688663,0.100286804441627,0.0944892165611432,0,0,0.707560330241971,0.72051291547363,2.55871321295623
42ecec5f-f097-4d86-a9d9-cf0507b08c42,0.0246910954414625,0.00965475443170935,0.234345563867232,0.788092809766437,0.115465237809418,0.133960708993719,0.255031217350535,0,0.175177259821494,0,0.0289672779172192,0.159832379154022,0,0.0371630267187096,0.0734688413028624,0.0350941730399093,0.120962306173741,0.0282873953582794,0,0,0.795977117859773,0.677243441930549,2.22019404714675
14aca23b-01ce-4532-8f2f-3b22b05a4757,0,0.0238940564375673,0.339022007960231,0.591506340808621,0,0.0546571738874972,0.497852454290365,0,0.615995991716064,0.0180778197755405,0.00388342773985645,0.206201039592099,0,0,0,0.0241899125223747,0.115865437631189,0.0489106372439159,0.117366516642253,0,0.793289290345747,0.649489604584231,2.65742281624757
ee14c1ac-fa18-4be1-b836-a1274abafe28,0.00576604377233979,0.0230644608848576,0.185011248182478,0.827023163709522,0,0.0866796729685917,0,0,1.05562013319855,0.0232443091204968,0,0.0426576492412757,0,0,0,0.00865199949023769,0.131950049326281,0.000574187417803181,0,0,0.642718873299456,0.776808151562549,2.39024291731244
8929ea12-e12a-4660-ac19-72b4e7bd2e9a,0,0.172345374706709,0.564603410033365,0.559454568335637,0.13290867920205,0.052072143283022,0.328017291803666,0,0.884925900032712,0,0,0.234416438452916,0,0,0,0,0.241531847572653,0.112859640667772,0,0,0.807553612296235,0.637792568437816,3.2831352940905
03c7ece7-500d-4c38-a600-bd6863562bfd,0.0354472432548237,0.0257906658430925,0.0491403858512801,0.61123948272383,0.0357583263384639,0,0.111483530962328,0,0.196795730724582,0.00941301938722649,0.0333673622204645,0.0550515778895579,0,0,0.0146370704347113,0.0141637928459819,0,0,0.163251373916729,0,0.654865303718413,0.780704535490522,1.35553956239307
9fde5e1d-5b86-411d-b194-3eb3c6305ebd,0,0.0431099655502244,0.63265832830556,0.57195209524607,0,0.0253506647563928,0,0,0.908814869815303,0,0,0.167008175617014,0,0,0,0.0251868233292922,0.200367561473272,0.0664786045360562,0,0,0.786129242009495,0.655885858163275,2.64092708862918
20cddb4c-1ad4-4f0e-bd5e-3071f573b2d0,0,0.0730036226120614,0.210320313255346,0.855156805777895,0.169091391629886,0.133100113769621,0.172839730507262,0,0.304132601090097,0,0.0335047518493629,0.104795149301552,0,0,0.00970595300483307,0.0398377635280459,0.075129461682602,0.0540201737867701,0,0,0.756430485497705,0.706198552357728,2.23463783179533
1084d48c-88e8-4d67-9049-d0e4cd7f9535,0.0849892072079376,0,0.458448055932002,0.891404546073581,0.0186232429485295,0.0119768707592853,0,0,0.699709274103906,0,0.00717644254538371,0.0703150912253997,0,0,0,0.0501622794351123,0.0350591327538672,0.051811414881766,0,0,0.641409437294149,0.773440331548898,2.37967555786677
