names,scores,logfoldchanges,pvals,pvals_adj
ARHGAP45,3.7607872,4.700805,0.00016937942855479145,0.00776907349493909
TES,3.7603176,9.425672,0.00016969779278063938,0.00776907349493909
ITPA,3.755843,7.90308,0.00017275894939942698,0.007888728606513731
XBP1,3.7544813,15.287423,0.00017370073324845446,0.007895421396829335
GIMAP4,3.7543364,13.247044,0.00017380140145068545,0.007895421396829335
SRP9,3.7499883,5.448186,0.00017684274384700306,0.008012931113232072
MGAT1,3.7480347,4.5785875,0.00017822551971122898,0.008054879513923389
RWDD1,3.7463126,6.3701386,0.00017945298000136896,0.008089611829933835
OS9,3.7453847,6.298077,0.00018011764500647893,0.008098861252255606
RO60,3.7413588,9.345494,0.0001830281145911068,0.008208787653391472
BTN3A2,3.735979,8.686416,0.000186986273722082,0.008365025534582278
SRPK2,3.7325573,6.3830185,0.00018954552170604726,0.008458049026812124
EMB,3.7316055,7.66352,0.00019026320489153796,0.008468634468227898
PTPN6,3.7300231,7.581575,0.00019146212539439953,0.008483704567353381
GOLGA7,3.7298887,5.2959785,0.0001915644172135848,0.008483704567353381
TOMM22,3.7281814,5.2284636,0.0001928665861573861,0.008519966034110494
ARL6IP5,3.7220592,12.901183,0.0001976045916557286,0.008705667669268934
STMP1,3.7214806,2.4552906,0.00019805813771569516,0.008705667669268934
RALY,3.7205157,2.9939165,0.0001988164528385597,0.00871726069087675
LSM3,3.7161052,0.7942817,0.00020231730176079147,0.008848746304803251
HAX1,3.714754,7.6504755,0.0002034012941357685,0.008874136659497663
SNRPE,3.7135053,3.9268947,0.00020440827374615123,0.00888392553916053
MRPL51,3.7132263,5.08347,0.00020463370979797885,0.00888392553916053
COX5A,3.7107072,7.422176,0.00020668107027136662,0.008950763008852846
EDF1,3.7088056,18.518646,0.0002082393259382526,0.008996143036734414
TRAPPC4,3.708049,6.548147,0.00020886223077374127,0.009000991881706513
TMBIM4,3.7067823,5.413636,0.00020990915414862083,0.00902404573420388
LAMTOR5,3.7033985,2.58265,0.0002127302611188671,0.009123074409929809
DDX18,3.701677,7.839904,0.00021417900700941735,0.009162910625116481
UBAC2,3.6997774,7.8541737,0.00021578878543898267,0.00920942647009082
SEC11C,3.6980462,4.7682333,0.0002172653568860506,0.009227758759368402
RAD21,3.697639,6.906883,0.0002176141171313738,0.009227758759368402
IK,3.697362,3.8511937,0.00021785169500557037,0.009227758759368402
CHURC1,3.6968253,3.0288744,0.00021831245901830386,0.009227758759368402
TRPV2,3.6940994,11.159917,0.00022066745669738677,0.009304987061598418
ZDHHC12,3.6913893,8.437037,0.00022303240198177864,0.009382265196493628
CYBC1,3.6879492,9.308274,0.0002260687239202898,0.009477646099837042
DCTN2,3.6876044,9.749123,0.0002263751848423576,0.009477646099837042
EZR,3.6840737,8.155025,0.0002295358019327875,0.009587199158453347
COA3,3.6819706,7.991051,0.00023143810494724638,0.009643801507801808
SLC9A3R1,3.6803126,10.568313,0.00023294824892674558,0.009683834517884004
